Date,Année financière,Titre,Fournisseur,Montant,Montant (virg),Montant ($),Code UNSPSC,Type de devis,Type,Nature,Nb soumissionnaires,Numéro SEAO,Numéro de contrat UQAM
2012-06-01,2012-2013,Licences Microsoft,Technologies Metafore Inc.,525000.0,525000,"525 000,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,570360,5001644
2012-06-01,2012-2013,Gaz en cylindres,Praxair Canada Inc. / Distribution Praxair,265000.0,265000,"265 000,00 $",12000000,Produits chimiques (y compris les produits biochimiques) et gazeux,Contrat octroyé de gré à gré,Approvisionnements (biens),1,570348,5001055
2012-06-01,2012-2013,Licences Adobe,Technologies Metafore Inc.,265000.0,265000,"265 000,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,570353,5001652
2012-06-01,2012-2013,Enzymes de recherche,New England Biolabs Ltd,148000.0,148000,"148 000,00 $",12000000,Produits chimiques (y compris les produits biochimiques) et gazeux,Contrat octroyé de gré à gré,Approvisionnements (biens),1,570356,5001491
2012-06-01,2012-2013,Impression d'une revue,Les Presses de l'Université de Montréal,47000.0,47000,"47 000,00 $",82120000,Services de reprographie,Contrat octroyé de gré à gré,Services,1,570363,5001613
2012-06-01,2012-2013,Ordinateurs Apple,Solutions Informatiques INSO Inc. / Micro Boutique Universitaire (MBU),42000.0,42000,"42 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,570367,3008098
2012-06-05,2012-2013,Campus Est - Travaux été 2012 - Projet 1 : Modifications locaux A-40604075 Géo-RFR 1011,Constructions Pier-Jal inc.,39791.26,"39791,26","39 791,26 $",72100000,"Services de construction, de réparation et d'entretien d'immeubles",Contrat adjugé suite à un appel d'offres sur invitations,Travaux de construction,1,662814,P11054HH-05
2012-06-05,2012-2013,Ordinateurs HP Linux,C.P.U. Design Inc.,91000.0,91000,"91 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,570786,3008149
2012-06-05,2012-2013,Ordinateurs serveurs HP,C.P.U. Design Inc.,48000.0,48000,"48 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,571603,3008183
2012-06-07,2012-2013,Caméra Thermique,International Infrared Camera Sales & Leasing Ltd.,26500.0,26500,"26 500,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,571606,3008229
2012-06-12,2012-2013,Analyse rendement énergétique,Ambioner Inc.,35000.0,35000,"35 000,00 $",81000000,"Services reliés au génie, à l'architecture, à la recherche aux sciences et à la technologie",Contrat adjugé suite à un appel d'offres sur invitations,Services,1,572250,5001494
2012-06-15,2012-2013,Portables Lenovo,Solutions Informatiques INSO Inc.,41000.0,41000,"41 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,572950,5001653
2012-06-18,2012-2013,Campus Est - Travaux été 2012 - Projet 1,Procova Inc.,235215.86,"235215,86","235 215,86 $",72102800,"Services de rénovation, restauration",Contrat adjugé suite à un appel d'offres public,Travaux de construction,2,559890,P11054HH - JJ DS CS
2012-06-18,2012-2013,UQAM École de design réaméangement du 3e étage de la cinémathèque,Gaston Champoux (1973) Inc.,196800.0,196800,"196 800,00 $",72102800,"Services de rénovation, restauration",Contrat adjugé suite à un appel d'offres public,Travaux de construction,4,560267,P12030DE
2012-06-18,2012-2013,Médiatisation salles de cours - été 2012,Constructions Pier-Jal Inc.,112394.0,112394,"112 394,00 $",72102800,"Services de rénovation, restauration",Contrat adjugé suite à un appel d'offres public,Travaux de construction,3,559867,P12033HH -12017HH
2012-06-18,2012-2013,Rénovation des ascenseurs au K,Ascenseurs Microtec inc..,88904.42,"88904,42","88 904,42 $",72000000,"Services - bâtiment, construction et entretien",Contrat adjugé suite à un appel d'offres public,Travaux de construction,2,560701,P10016KK - 10003KK
2012-06-18,2012-2013,Médiatisation salles de cours - Été 2012,Constructions Pier-Jal inc.,112394.0,112394,"112 394,00 $",72100000,"Services de construction, de réparation et d'entretien d'immeubles",Contrat adjugé suite à un appel d'offres sur invitations,Travaux de construction,1,662827,P12033HH-03
2012-06-19,2012-2013,Travaux d'investigation en maçonnerie Clocher de l'Église-de-Saint-Jacques,Maçonnerie Rainville et Frères Inc.,141850.0,141850,"141 850,00 $",72100000,"Services de construction, de réparation et d'entretien d'immeubles",Contrat adjugé suite à un appel d'offres sur invitations,Travaux de construction,1,684487,P09011JJ-12
2012-06-20,2012-2013,Microscope confocal achat et installation (sous subvention FCI),Nikon Canada Instruments Inc.,710000.0,710000,"710 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,556304,7000147
2012-06-20,2012-2013,Achat d'un système HPLC préparative pour purification par fractionnement de composés organiques (sous subvention FCI),Agilent Technologies Canada Inc.,133000.0,133000,"133 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,533234,7000100
2012-06-20,2012-2013,Services de physiothérapeutes et de massothérapeutes pour équipes sportives de compétition,Thérapie Prohab,131000.0,131000,"131 000,00 $",85000000,Services de soins de santé,Contrat adjugé suite à un appel d'offres public,Services,3,561798,7000154
2012-06-20,2012-2013,Services spécialisés de traiteur,2867-3598 Québec Inc. / Julien Leblanc Traiteur,761000.0,761000,"761 000,00 $",90100000,Services de restauration et traiteurs,Contrat octroyé de gré à gré,Services,1,573796,5001602
2012-06-20,2012-2013,Produits Biologie moléculaire,Cedarlane Laboratories Ltd,218000.0,218000,"218 000,00 $",12000000,Produits chimiques (y compris les produits biochimiques) et gazeux,Contrat octroyé de gré à gré,Approvisionnements (biens),1,573787,5001543
2012-06-21,2012-2013,Travaux d'urgence - dégât d'eau au pavillon des Sciences de la gestion (R) et au J.-A. DeSève (DS),ASSEK Technologie,112756.73,"112756,73","112 756,73 $",76101503,Services de désinfection ou de désodorisation,Contrat octroyé de gré à gré,Services,1,661501,P12049HH-01
2012-06-21,2012-2013,honoraires professionels pour services autres que construction,GDF,73494.24,"73494,24","73 494,24 $",80101604,Administration ou planification de projets,Contrat octroyé de gré à gré,Services,1,661507,P12049HH-03
2012-06-21,2012-2013,Travaux d'urgence - dégât d'eau au Complexe des sciences Pierre-Dansereau et au pavillon des Sciences de la gestion (R),Dryco Group Inc,27633.05,"27633,05","27 633,05 $",76101503,Services de désinfection ou de désodorisation,Contrat octroyé de gré à gré,Services,1,661503,P12049HH-02
2012-06-27,2012-2013,Système de copie de sauvegarde EMC,Bell Canada ,271000.0,271000,"271 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,570963,7000164
2012-06-27,2012-2013,Services Science Spécialisée,Stericycle Inc. ,175000.0,175000,"175 000,00 $",91000000,Services personnels et domestiques,Contrat octroyé de gré à gré,Services,1,575032,5001483
2012-06-27,2012-2013,Maçonnerie de terracotta au K,Bergeron Bouthillier architectes,54885.06,"54885,06","54 885,06 $",81200000,Architecture,Contrat octroyé de gré à gré,Services,1,668093,P10012KK-01
2012-06-27,2012-2013,Campus Est - Travaux été-automne 2012 - Projet 3,NFOE et associés architectes,25958.0,25958,"25 958,00 $",81200000,Architecture,Contrat octroyé de gré à gré,Services,1,668576,P12029HH-01
2012-06-28,2012-2013,Remplacement des contrôleurs Excel au DE,Regulvar Inc..,515375.44,"515375,44","515 375,44 $",39121800,Installation de constructions intelligentes,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),4,558477,P10015DE - 10004DE
2012-06-28,2012-2013,Préparation postale,Systèmes Datamark Inc.,31000.0,31000,"31 000,00 $",78120000,Emballage et manutention,Contrat octroyé de gré à gré,Services,1,575298,5001565
2012-07-04,2012-2013,Macintosh,Solutions Informatiques INSO Inc. / Micro Boutique Universitaire (MBU),67000.0,67000,"67 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,576409,3008603
2012-07-10,2012-2013,Stéréomicroscopes,Les Technologies Clemex Inc.,42000.0,42000,"42 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,578007,3008720
2012-07-10,2012-2013,Sushi pour revente,Sushi Shop Campus Inc.,75000.0,75000,"75 000,00 $",50000000,"Aliments, boissons et produits du tabac",Contrat octroyé de gré à gré,Approvisionnements (biens),1,577345,5001677
2012-07-10,2012-2013,Campus Est - Travaux été - automne 2012 - Projet 3,Bouthillette Parizeau Inc.,23912.0,23912,"23 912,00 $",81100000,Services d'ingénieurs,Contrat octroyé de gré à gré,Services,1,776176,P12029HH-02
2012-07-11,2012-2013,Achat d'équipements CISCO pour le rehaussement du réseau et sécurité,Bell Canada ,998000.0,998000,"998 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,555159,7000142
2012-07-12,2012-2013,Mobilier: Achat sur demande de mobilier modulaire,Teknion Roy & Breton Inc.,1220000.0,1220000,"1 220 000,00 $",56000000,Ameublement et articles d'ameublement,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),1,561794,7000149
2012-07-12,2012-2013,Travaux correctifs à la ventilation du DS - Phase I,PAGEAU MOREL inc.,34235.05,"34235,05","34 235,05 $",81100000,Services d'ingénieurs,Contrat octroyé de gré à gré,Services,1,668028,P09006DS-02
2012-07-16,2012-2013,Remplacement du plancher de danse au K-2340,Procova inc.,295485.75,"295485,75","295 485,75 $",72102700,Services de pose de revêtements de plancher (couvre-planchers et parquets),Contrat adjugé suite à un appel d'offres sur invitations,Travaux de construction,3,586432,P11052HH - 11011KK-REV
2012-07-18,2012-2013,Pont de téléconférence CISCO,Bell Canada,341000.0,341000,"341 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,580068,5001701
2012-07-18,2012-2013,Distribution fourniture alimentaire,Groupe Ricochet Inc.,65500.0,65500,"65 500,00 $",85150000,Services alimentaires et nutritionnels,Contrat octroyé de gré à gré,Services,1,579476,5001678
2012-07-18,2012-2013,Spectromètre FTIR,Thermo Fisher Scientific (Mississauga) Inc.,40000.0,40000,"40 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,579323,3008800
2012-07-23,2012-2013,"Achat, sur demande, de fournitures électriques",Lumen division de Sonepar Canada Inc.,522000.0,522000,"522 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,567699,7000159
2012-07-23,2012-2013,"Entretien préventif de génératrices Caterpilar, Cummins, Olympia, etc.",Les Entreprises Électriques L.M. Inc..,131000.0,131000,"131 000,00 $",72160000,Service d'entretien et de réparation d'outils,Contrat adjugé suite à un appel d'offres public,Services,3,569814,7000146
2012-07-23,2012-2013,Stations Clams Calorimètre,Columbus Instrument International Corporation,140000.0,140000,"140 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,580101,3008812
2012-07-24,2012-2013,Transport Échantillons Sc.,3845443 Canada Inc.,40000.0,40000,"40 000,00 $",78100000,Transport de courrier et de marchandises,Contrat octroyé de gré à gré,Services,1,580831,SePSI-12-DELGP-F01
2012-07-26,2012-2013,Achat d'un logiciel de répartition des appels d'urgence,ICO Technologies Inc.,271000.0,271000,"271 000,00 $",43230000,Logiciels,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,567703,7000157
2012-07-26,2012-2013,Meubles Multimédia,Sono Vidéo Inc.,65000.0,65000,"65 000,00 $",52161500,Équipement audiovisuel,Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,581273,3008949
2012-07-26,2012-2013,Papier Fin,Domtar Inc. Ariva,174000.0,174000,"174 000,00 $",14000000,Matériaux et produits de papier,Contrat octroyé de gré à gré,Approvisionnements (biens),1,580803,5001711
2012-07-26,2012-2013,Papier Fin,Paperlinx Canada Limitée CASCADES,174000.0,174000,"174 000,00 $",14000000,Matériaux et produits de papier,Contrat octroyé de gré à gré,Approvisionnements (biens),1,580826,5001712
2012-07-31,2012-2013,Boissons chaudes,Laniel (Canada) Inc.,44000.0,44000,"44 000,00 $",50000000,"Aliments, boissons et produits du tabac",Contrat octroyé de gré à gré,Approvisionnements (biens),1,581530,5001679
2012-07-31,2012-2013,PDI - Réaménagement divers de la Faculté des sciences au PK,Pageau Morel et associés inc.,36403.0,36403,"36 403,00 $",81100000,Services d'ingénieurs,Contrat octroyé de gré à gré,Services,1,661145,P12042PK-02
2012-07-31,2012-2013,PDI - Relocalisation de la clinique de psychologie au SH,Les Consultants S.M. inc. (bureau des offres),25434.0,25434,"25 434,00 $",81100000,Services d'ingénieurs,Contrat octroyé de gré à gré,Services,1,668789,P12043SH-02
2012-08-06,2012-2013,Achat sur demande de produits de marque CISCO avec services d'installation et de configuration (contrat d'une année),Bell Canada,785000.0,785000,"785 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),3,577799,7000168
2012-08-06,2012-2013,Serveurs Proliant Hewlett-Packard,CPU Design Inc.,230000.0,230000,"230 000,00 $",43211501,Serveurs d'ordinateur,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),1,578178,7000175
2012-08-06,2012-2013,Licences de télésurveillance Omnicast,Panavidéo Inc.,148000.0,148000,"148 000,00 $",43230000,Logiciels,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),10,575457,7000167
2012-08-06,2012-2013,Lampes et fluorescents,Rexel Canada Électrique Inc. / Westburne,48000.0,48000,"48 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat octroyé de gré à gré,Approvisionnements (biens),1,582372,5001220
